"","SAMPLE_NUMBER","NAME","ENTRY.y","C: 10_0","C: 10_1 w1 cis","C: 11_0","C: 12_0","C: 12_1 w3 cis","C: 12_1 w6 cis","C: 12_1 w9 cis","C: 14_0","C: 14_0 iso","C: 14_1 w5 cis","C: 15_0","C: 15_0 ante-iso","C: 15_1 w5 cis","C: 16_0","C: 16_0 iso","C: 16_1 trans","C: 16_1 trans+ (Raw)","C: 16_1 trans++ (Raw)","C: 16_1 trans+++ (Raw)","C: 16_1 trans++++ (Raw)","C: 16_1 w7 cis","C: 17_0","C: 17_0 ante-iso","C: 17_0 iso","C: 17_1 w7 cis","C: 18_0","C: 18_0 iso","C: 18_1 cis","C: 18_1 cis++ (Raw)","C: 18_1 cis+++ (Raw)","C: 18_1 trans","C: 18_1 trans++ (Raw)","C: 18_1 trans+++ (Raw)","C: 18_1 w9 cis+ (Raw)","C: 18_1 w9 trans+ (Raw)","C: 18_2 cis9 trans12","C: 18_2 conj","C: 18_2 trans9 cis12","C: 18_2 w6 cis","C: 18_2 w6 trans","C: 18_3 trans","C: 18_3 trans+ (Raw)","C: 18_3 trans++ (Raw)","C: 18_3 trans+++ (Raw)","C: 18_3 w3 cis","C: 18_3 w6 cis","C: 18_4 w3","C: 20_0","C: 20_1 w9 cis","C: 20_2 w6 cis","C: 20_3 w3 cis","C: 20_3 w6 cis","C: 20_4 w3","C: 20_4 w6 cis","C: 20_5 w3 cis","C: 21_5 w3","C: 22_0","C: 22_1 w9 cis","C: 22_2 w6 cis","C: 22_5 w3","C: 22_5 w6","C: 22_6 w3 cis","C: 24_0","C: 24_1 w9 cis","C: 4_0","C: 6_0","C: 8_0"
"129",10078522,"FAME02-17-0207","SHIM2010P_B","1.432","0.028","0","11.153","0","0","0","4.861","0","0.026","0.062","0","0","8.481","0","0.023","0","0","0.023","0","0.158","0.078","0","0","0.045","3.681","0","45.987","0.717","","0.104","0.028","0.042","45.247","0.034","0","0.027","0","18.196","0","0","0","0","0","1.582","0","0","0.253","0.202","0","0","0.033","0","0.328","0.085","0","0.548","0","0.032","0.025","0","0.384","0.28","","0","",""
"130",10083356,"FAME02-17-0208","SHIM2010P_F","1.457","0.024","0","11.67","0","0","0","5.068","0","0.03","","0","","8.771","0","","","0","0.023","0","0.159","0.078","0","0","0.046","3.685","0","","0.704","0","0.1","0","0.066","","0.034","0","0.033","0","18.241","0","0","0","0","0","1.584","0.089","0","0.244","0.196","0","0","","0","0.301","0.08","0","0.506","0","0.03","0.026","0","0.335","0.247","0.022","0","0.129","1.626"
"131",10083358,"FAME02-17-0209","SHIM2010P_B","1.293","0","0","10.823","0","0","0","4.831","0","0.028","0.063","0","0","8.708","0","0.022","0","0","0.022","0","0.154","0.079","0.019","0","0.046","3.828","0","46.072","0.721","0","0.101","0","0.073","45.351","0.028","0","0.037","0","","0","0","0","0","0","1.6","0.089","0","0.26","0.206","0","0","0.032","0","","0.077","0","0.566","0","0.036","0.026","0","0.345","0.288","0.02","0","0.107","1.377"
"132",10088518,"FAME02-17-0210","SHIM2010P_F","","0.025","0","","0","0","0","","0","0.027","0.062","0","0","","0","0.027","0","0","0.027","0","0.162","0.08","0","0","0.047","","0","","0.712","","","0","","","","0","0.027","0","","0","0","0","0","0","","0.099","0","0.245","0.197","0","0","0.028","0","0.32","0.088","0","0.521","0","0.032","0.024","0","0.359","0.255","","0","0.128","1.591"
"133",10088518,"FAME02-17-0210","SHIM2010P_F","1.446","","","11.662","","","","5.048","","","","","","8.576","","","","","","","","","","","","3.663","","45.634","","","0.107","","0.071","44.912","0.036","","","","17.971","","","","","","1.549","","","","","","","","","","","","","","","","","","","","","",""
"134",10088544,"FAME02-17-0211","SHIM2010P_B","1.349","0","0","11.099","0","0","0","4.851","0","0.027","0.062","0","0","8.477","0","0.021","0","0","0.021","0","0.158","0.078","0","0","0.045","3.748","0","46.359","0.714","0","0.093","0","0.067","45.645","0.026","0","0.024","0","18.146","0","0","0","0","0","1.563","0.102","0","0.26","0.207","0","0","0.032","0","0.32","0.089","0","0.572","0","0.038","0.022","0","0.389","0.291","0.026","","0.109","1.431"
"135",10095376,"FAME02-17-0212","SHIM_4307_F","1.271","0","0","10.679","0","0","0","4.869","0","0.028","0.062","0","0","8.663","0","0.024","0","0","0.024","0","0.162","0.076","0","0","0.048","3.857","0","46.578","0.732","","0.097","0.028","0.04","45.836","0.029","0","0.023","0","18.323","0","0","0","0","0","1.579","0","0","0.272","0.211","0.027","0","0.034","0","0.311","0.081","0","0.576","0","0.042","0.021","0","0.361","0.292","0.018","0","0.1","1.314"
"136",10095390,"FAME02-17-0213","SHIM_4703_B","","0.029","0","11.467","0","0","0","4.937","0","0.028","0.06","0","0","8.452","0","","","","0.025","","0.167","0.076","0","0","0.05","3.612","0","45.479","0.71","","0.094","0.025","0.041","44.758","0.028","0","0.022","0","18.251","0","0","0","0","0","1.62","0","0","0.246","0.206","0","0","0.03","0","0.307","0.083","0","0.543","0","0.034","0.022","0","0.372","0.271","0.024","0","",""
"137",10102042,"FAME02-17-0214","SHIM_4307_F","1.294","0.02","0","10.829","0","0","0","4.922","0","0.028","0.061","0","0","8.646","0","0.025","0","0","0.025","0","0.168","0.079","0","0","0.046","3.814","0","46.354","0.722","0","0.091","0","0.062","45.632","0.029","0","0.024","0","18.256","0","0","0","0","0","1.585","0","0","0.269","0.211","0.038","0","0.031","0","0.329","0.088","0","0.581","0","0.04","0.025","0","0.375","0.284","","0","0.109","1.38"
"138",10106049,"FAME02-17-0215","SHIM_4703_B","1.301","0.019","0","10.741","0","0","0","4.872","0","0.028","0.063","0","0","8.659","0","","0","0","","0","0.16","0.08","0.019","0","0.046","3.724","0","46.443","0.722","0","0.099","0","0.068","45.721","0.031","0","0.029","0","18.333","0","0","0","0","0","1.582","0","0","0.256","0.209","0.017","0","0.032","0","0.321","0.083","0","0.576","0","0.037","0.023","0","0.393","0.294","0.025","0","0.114","1.422"
"139",10110590,"FAME02-17-0216","SHIM_4703_B","1.257","0.02","0","10.521","0","0","0","4.831","0","0.028","0.062","0","0","8.589","0","0.022","0","0","0.022","0","0.157","0.082","0.017","0.013","0.046","3.751","0","46.713","0.717","0","0.099","0","0.072","45.996","0.027","0","0.027","0","18.345","0","0","0","0","0","1.586","0.099","0","0.256","0.209","0.018","0","0.029","0","0.323","0.085","0","0.579","0","0.036","0.026","0","0.387","0.298","0.022","0","0.109","1.358"
"140",10110594,"FAME02-17-0217","SHIM_4307_F","1.371","0.021","0","10.999","0","0","0","4.885","0","0.029","0.061","0","0","8.549","0","0.023","0","0","0.023","0","0.162","0.08","0","0","0.046","3.78","0","46.179","0.72","0","0.09","0","0.06","45.459","0.03","0","0.025","0","18.195","0","0","0","0","0","1.592","0.105","0","0.274","0.213","0.028","0","0.032","0","0.333","0.088","0","0.578","0","0.04","0.027","0","0.38","0.302","0.024","0","","1.49"
"141",10114511,"FAME02-17-0218","SHIM_4703_B","1.269","0.02","0","10.574","0","0","0","4.815","0","0.026","0.063","0","0","8.56","0","0.022","0","0","0.022","0","0.159","0.08","0.017","0.014","0.045","3.747","0","46.797","0.722","","0.101","0.03","0.044","46.066","0.027","0","0.023","0","18.352","0","0","0","0","0","1.587","0","0","0.252","0.207","0.016","0","0.029","0","0.331","0.084","0","0.574","0","0.038","0.025","0","0.388","0.298","0.025","0","0.105","1.359"
"142",10114602,"FAME02-17-0218","SHIM_4703_B","","0.019","0","","0","0","0","","0","","0.065","0","0","","0","","0","0","","0","0.169","","0.018","0.019","0.042","","","46.355","","","","","0.021","45.194","","0","0.017","0","","0","0","0","0","0","","0","0","","","0.022","0","0.027","0","","","0","","0","","","0","","0.248","","0","",""
"143",10114606,"FAME02-17-0218","SHIM_4703_B","1.3","0.019","0","","0","0","0","","0","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","","","0","0","0","0","","0","0","","","0.024","0","0.029","0","","","0","","0","","0.027","0","","","","","",""
"144",10118193,"FAME02-17-0219","SHIM_4307_F","1.332","0.023","0","10.941","0","0","0","4.941","0","0.027","0.063","0","0","8.784","0","0.023","0","0","0.023","0","0.164","0.082","0","0.021","","3.865","0","45.763","0.724","","0.105","0.027","0.048","45.031","0.03","0","0.03","0","18.359","0","0","0","0","0","1.593","0","0","0.27","0.208","0.025","0","0.037","0","0.315","0.085","0","0.57","0","0.042","0.028","0","0.353","0.291","0.023","0","0.12","1.464"
"145",10122441,"FAME02-17-0220","SHIM_4703_B","1.251","0.022","0","10.462","0","0","0","4.81","0","0.026","0.061","0","0","8.62","0","0.022","0","0","0.022","0","0.159","0.08","0.021","0","0.047","3.798","0","46.777","0.723","0","0.106","0.033","0.045","46.054","0.028","0","0.028","0","18.402","0","0","0","0","0","1.588","0","0","0.253","0.208","0","0","0.033","0","0.328","0.085","0","0.567","0","0.037","0.028","0","0.391","0.298","0.025","0","0.11","1.354"
"146",10126032,"FAME02-17-0221","SHIM_4703_B","1.314","0.021","0","10.815","0","0","0","4.887","0","0.028","0.063","0","0","8.651","0","","","","0.025","0","0.165","0.079","0","0","0.051","3.804","0","46.214","0.725","","0.102","0","0.071","45.481","0.031","0","0.024","0","18.22","0","0","0","0","0","1.582","0.103","0","0.275","0.22","0.03","0","0.024","0","0.32","0.086","0","0.579","","0.034","0.028","0","0.371","0.296","0.021","0","0.114","1.42"
"147",10126040,"FAME02-17-0222","SHIM_4307_F","1.221","0.022","0","10.373","0","0","0","4.796","0","0.027","0.064","","0","8.641","0","0.024","0","0","0.024","0","0.157","0.079","0","0","0.049","3.791","0","46.798","0.724","0","0.108","0","0.076","46.074","0.032","0","0.026","0","18.452","0","0","0","0","0","1.591","0.099","0","0.252","0.207","0.017","0","0.031","0","0.326","0.085","0","0.569","0","0.037","0.025","0","0.387","0.292","0.023","0","0.107","1.313"
"148",10128949,"FAME02-17-0223","SHIM_4703_B","1.245","0.025","0","10.516","0","0","0","4.833","0","0.026","0.061","0","0","8.615","0","","","","0.027","0","0.162","0.079","0.02","0","0.047","3.748","0","46.712","0.719","0","0.101","0","0.071","45.993","0.03","0","0.027","0","18.322","0","0","0","0","0","1.572","0.096","0","0.259","0.21","0.017","0","0.029","0","0.326","0.087","0","0.58","","0.037","0.023","0","0.388","0.295","0.025","0","0.109","1.344"
"149",10138195,"FAME02-17-0224","SHIM2010P_F","1.367","0.029","0","11.236","0","0","0","5.001","0","0.026","0.066","0","0","8.702","0","0.023","0","0","0.023","0","0.16","0.079","0","0.021","0.047","3.717","0","45.835","0.705","0","0.08","0","0.052","45.13","0.028","0","0","0","18.159","0","0","0","0","0","1.578","0.094","0","0.286","0.196","0.024","0","0.028","0","0.302","0.082","0","0.536","0","0.04","0.031","0","0.343","0.286","","0","0.12","1.507"
"150",10138209,"FAME02-17-0225","SHIM2010P_B","1.347","0.026","0","10.974","0","0","0","4.849","0","0.027","0.064","0","0","8.602","0","0.025","0","0","0.025","0","0.16","0.078","0","0","0.046","3.757","0","46.148","0.707","0","0.089","0","0.066","45.441","0.023","0","0.02","0","18.313","0","0","0","0","0","1.588","0.092","0","0.272","0.203","0.03","0","0.032","0","0.302","0.08","0","0.567","0","0.031","0.027","0","0.368","0.268","0.025","0","0.111","1.479"
"151",10142861,"FAME02-17-0226","SHIM2010P_F","1.369","0.027","0","11.274","0","0","0","5.014","0","0.03","0.063","0","0","8.699","0","","0","0","","0","","0.075","0","0","0.049","3.692","0","45.886","0.704","","0.092","0.022","0.035","45.173","0.035","0","0","0","18.104","0","0","0","0","0","1.557","0","0","0.286","0.2","0.027","0","0.031","0","0.313","0.091","0","0.525","0","","0.03","0","0.377","0.307","","0","0.12","1.505"
"152",10142906,"FAME02-17-0227","SHIM2010P_B","1.315","0.027","0","10.908","0","0","0","4.867","0","0.027","","0","0","8.57","0","0.027","0","0","0.024","","0.161","0.078","0","0","0.048","3.76","0","46.423","0.72","","0.119","0.027","0.045","45.686","","0","0.023","0","18.224","0","0","0","0","0","1.57","0","0","0.274","0.208","0.025","0","0.035","0","0.32","0.079","0","0.576","0","0.042","0.027","0","0.362","0.283","","0","0.108","1.422"
"153",10148294,"FAME02-17-0228","SHIM2010P_F","1.393","0.028","0","11.319","0","0","0","5.027","0","0.026","","0","0","8.794","0","0.025","0","0","0.025","0","0.159","","0","0","0.049","3.754","0","45.471","0.705","0","","0","0","44.766","","0","","0","18.259","0","0","0","0","0","1.58","0.092","0","","0.207","0.022","0","0.031","0","0.311","0.082","0","0.529","","0.033","0.021","0","0.356","0.273","","0","0.124","1.575"
"154",10148295,"FAME02-17-0229","SHIM2010P_B","1.296","0.029","0","10.777","0","0","0","4.865","0","0.03","0.063","0","0","8.754","0","","0","0","","0","0.165","","0","0","0.047","3.829","0","46.098","0.737","","","0","0","45.343","","0","0.023","0","18.437","0","0","0","0","0","1.601","0.097","0","0.274","0.206","0.028","0","0.032","0","0.324","0.086","0","0.572","0","0.043","","0","0.357","0.284","","0","0.115","1.412"
"155",10159544,"FAME02-17-0230","SHIM2010P_B","","","0","","0","0","0","","0","","","0","0","","0","","0","0","","0","","","0","0","","","0","","","","0.095","0","0.095","","","0","0","0","","0","0","0","0","0","","0","0","","","0","0","","0","","","0","","0","","","0","0.404","","","0","",""
"156",10159561,"FAME02-17-0231","SHIM2010P_F","","","0","","0","0","0","","0","","","0","0","","0","","0","0","","0","","","0","0","","","0","","","0","0.092","0","0.092","","","0","0","0","","0","0","0","0","0","","0","0","0.254","","0","0","","0","","","0","","0","","","0","0.369","","","0","",""
"157",10159593,"FAME02-17-0232","SHIM2010P_B","","","0","","0","0","0","","0","","","0","0","","0","","0","0","","0","","","0","0","","","0","","0.678","0","","0","0","","","0","","0","","0","0","0","0","0","","0.085","0","0.224","","0","0","","0","0.306","","0","","0","","","0","0.402","","","","",""
"158",10164258,"FAME02-17-0233","SHIM2010P_F","1.376","0.025","0","11.079","0","0","0","4.914","0","0.025","0.063","","0","8.516","0","0.023","0","0","0.023","0","0.158","0.08","0","0","0.048","3.722","0","46.252","0.717","0","0.107","0.04","0.067","45.535","","0","0","0","18.143","0","0","0","0","0","1.574","0","0","0.275","0.221","0","0","0.029","0","0.327","0.085","0","0.548","0","0.032","0.026","0","0.37","0.282","","0","0.124","1.556"
"159",10164267,"FAME02-17-0234","SHIM2010P_F","1.367","0.023","0","11.129","0","0","0","4.927","0","0.026","0.066","0","0","8.465","0","0.023","0","0","0.023","0","0.157","","0","0","0.045","3.688","0","46.341","0.703","","","0","0","45.619","0.034","0","0","0","18.104","0","0","0","0","0","1.577","0.094","0","","0.203","0.03","0","0.031","0","0.335","0.09","0","0.523","0","","0.027","0","0.385","0.305","","0","0.122","1.499"
"160",10168519,"FAME02-17-0235","SHIM2010P_F","1.364","0.018","","11.432","0","0","0","5.047","0","0.026","0.062","","","8.62","0","","","","0.025","0","0.159","0.075","0.015","0.02","0.042","3.667","0","45.826","","","","0","0.045","45.196","","","0","0","18.231","","0","0","0","0","1.547","0","0","0.268","0.19","0.011","0","0.03","0","0.308","0.082","0","0.515","0","0.028","0.024","0","0.355","0.277","0.017","0","0.115","1.478"
"161",10171787,"FAME02-17-0235","SHIM2010P_F","1.403","0.019","0","11.401","0","0","0","4.999","0","0.027","","0","0","8.52","0","0.023","0","0","0.023","0","0.168","0.076","0.025","0.024","0.046","3.681","0","46.013","0.711","0","0.051","0","0.051","45.302","","0","0","0","18.07","0","0","0","0","0","1.572","0","0","0.278","0.202","0","0","0.032","0","0.324","0.082","0","0.509","0","0.041","0.023","0","0.37","0.275","","0","0.125","1.554"
"162",10168573,"FAME02-17-0236","SHIM2010P_B","1.37","0","0","11.296","0","0","0","4.942","0","0.026","0.064","0","0","8.429","0","0.023","0","0","0.023","0","0.158","0.077","0","0","0.051","3.693","0","46.317","0.701","0","0.088","0.019","0.039","45.616","0.03","0","0.021","0","18.043","0","0","0","0","0","1.568","0","0","0.262","0.209","0.026","0","0.035","0","0.333","0.087","0","0.557","0","0.035","0.019","0","0.386","0.268","","","0.108","1.459"
"163",10171749,"FAME02-17-0237","SHIM2010P_B","1.313","0","0","10.964","0","0","0","4.9","0","0.026","0.06","0","0","8.635","0","0.024","0","0","0.024","0","0.159","","0","0","0.046","3.786","0","46.264","0.719","0","0.109","0.029","0.047","45.545","0.033","0","0.03","0","18.278","0","0","0","0","0","1.577","0","0","0.264","0.208","0.029","0","","0","0.31","0.091","0","0.558","0","0.038","0.023","0","0.359","0.273","0.024","","0.108","1.412"
"164",10174720,"FAME02-17-0238","SHIM2010P_F","1.371","0","0","11.088","0","0","0","4.928","0","0.03","0.064","0","0","8.53","0","0.026","0","0","0.026","0","0.167","0.079","0","0","0.043","3.721","0","46.138","0.712","0","0.098","0","0.054","45.426","","0","0","0","18.149","0","0","0","0","0","1.564","0.087","0","0.282","0.208","0","0","0.033","0","0.341","0.089","0","0.55","0","0.027","0.027","0","0.38","0.302","","0","","1.542"
"165",10174725,"FAME02-17-0239","SHIM2010P_B","1.296","0","0","10.893","0","0","0","4.897","0","0.03","0.065","0","0","8.668","0","0.025","0","0","0.025","0","0.162","0.078","0","0","0.048","3.79","0","46.281","0.714","0","0.107","0","0.069","45.567","0.038","0","0.037","0","18.283","0","0","0","0","0","1.581","0.095","0","0.253","0.209","0.034","0","0.036","0","0.32","0.09","0","0.55","0","0.035","0.026","0","0.362","0.259","","0","0.104","1.382"
"166",10181116,"FAME02-17-0240","SHIM2010P_F","1.306","0","0","10.789","0","0","0","4.854","0","0.025","0.061","0","0","8.643","0","0.023","0","0","0.023","0","0.157","0.078","0.019","0","0.049","3.783","0","46.357","0.711","0","0.104","0.029","0.044","45.646","0.031","","0.025","","18.323","0","0","0","0","0","1.569","0.086","0","0.254","0.216","0","0","0.036","0","0.326","0.079","0","0.556","","0.031","0.025","0","0.357","0.284","0.021","0","0.114","1.424"
"167",10181145,"FAME02-17-0241","SHIM2010P_B","1.408","0.018","0","11.261","0","0","0","4.917","0","0.026","0.063","0","0","8.651","0","0.024","0","0","0.024","0","0.16","0.079","0.016","0.015","0.048","3.753","0","45.694","0.711","","0.096","0.024","0.058","44.971","","","0.032","","18.094","","0","0","0","0","1.563","0.092","0","0.26","0.201","0.028","0","0.036","0","0.31","0.084","0","0.552","0","0.038","0.024","0","0.36","0.276","0.024","","0.118","1.585"
"168",10187559,"FAME02-17-0242","SHIM2010P_F","1.291","0","","10.733","0","0","0","4.838","0","0.026","0.061","0","0","8.537","0","0.025","0","0","0.025","0","0.161","0.077","0.019","0","0.046","3.753","0","46.777","0.704","0","0.098","0.026","0.039","46.073","0.033","0","0.027","0","18.233","0","0","0","0","0","1.559","0","0","0.254","0.208","0","0","0.032","0","0.326","0.085","0","0.556","0","0.035","0.025","0","0.384","0.295","0.024","0","0.113","1.399"
"169",10193611,"FAME02-17-0243","SHIM_4307_F","1.311","0","0","10.826","0","0","0","4.903","0","0.026","0.062","0","0","8.59","0","0.023","0","0","0.023","0","0.164","0.082","0","0","0.047","3.829","0","46.322","0.736","0","0.104","0.029","0.046","45.586","0.029","0","0","0","18.273","0","0","0","0","0","1.598","0","0","0.295","0.215","0.025","0","0.028","0","0.328","0.089","0","0.572","0","0.041","0.023","0","0.383","0.322","","0","0.112","1.406"
"170",10194970,"FAME02-17-0243","SHIM_4307_F","","0","0","","0","0","0","","0","","","0","0","","0","","0","0","","0","","0.081","0","0","","","0","","0.713","0","","","0.026","","","0","0","0","","0","0","0","0","0","","0","0","","0.206","0.025","0","0.035","0","","","0","","0","0.032","","0","","","","0","",""
"171",10199113,"FAME02-17-0244","SHIM2010P_F","1.282","0.024","0","10.745","0","0","0","4.853","0","0.03","0.062","","0","8.633","0","0.02","0","0","0.02","0","0.159","0.077","0.017","0","0.047","3.749","0","46.44","0.706","0","0.1","0","0.067","45.734","0.033","","0.025","0","18.282","0","0","0","0","0","1.572","0.103","0","0.255","0.194","0","0","","0","0.338","0.091","0","0.552","0","","0.032","0","0.366","0.295","","0","0.114","1.377"
"172",10199138,"FAME02-17-0245","SHIM2010P_B","1.18","0","0","","0","0","0","","0","0.025","","","0","","0","","0","0","","0","0.164","","","","0.045","","0","","","0","","0","","","0.029","","","0","","0","0","0","0","0","","","0","","","0.034","0","0.037","0","0.324","0.09","0","","0","0.04","","0","0.388","","","0","0.097",""
"173",10199138,"FAME02-17-0245","SHIM2010P_B","","","","10.22","","","","4.756","","","0.066","","","8.598","","","","","","","","","0.017","0.024","","3.854","","47.182","0.719","","0.101","","0.072","46.463","","0","0","","18.339","","","","","","1.572","0","","","0.201","","","","","","","","0.606","","","","","","","","","","1.245"
"174",10201133,"FAME02-17-0246","SHIM_4307_F","1.293","0","0","10.719","0","0","0","4.854","0","0.027","0.061","0","0","8.569","0","0.027","0","0","0.025","","0.16","0.08","0","0.023","0.046","3.828","0","46.374","0.728","","0.101","","0","45.639","0.035","0","0","0","18.328","0","0","0","0","0","1.596","0.095","0","","0.211","0.024","0","0.03","0","0.315","0.086","0","0.57","0","0.045","0.025","0","0.365","0.313","0.023","0","0.113","1.4"
"175",10201148,"FAME02-17-0247","SHIM_4703_B","1.339","0","0","10.873","0","0","0","4.828","0","0.027","0.062","0","0","8.593","0","0.021","0","0","0.021","0","0.157","0.08","0","0","0.045","3.79","0","46.217","0.723","0","0.105","0.023","0.044","45.494","0.038","0","0.029","0","18.402","0","0","0","0","0","1.6","0","0","0.267","0.208","0.022","0","0.038","0","0.318","0.085","0","0.569","0","0.037","0.025","0","0.371","0.291","0.021","0","0.114","1.464"
"176",10205253,"FAME02-17-0248","SHIM_4307_F","1.272","0","0","10.608","0","0","0","4.845","0","0.025","0.063","0","0","8.581","0","0.025","0","0","0.025","0","0.165","","0","0","0.047","3.853","0","46.607","0.731","0","0.094","0.026","0.036","45.876","0.032","0","0","0","18.277","0","0","0","0","0","1.595","0","0","","0.218","0.028","0","0.029","0","0.334","0.094","0","0.579","0","0.045","0.027","0","0.382","0.329","0.028","0","0.107","1.361"
"177",10205261,"FAME02-17-0249","SHIM_4703_B","1.32","0.02","0","10.889","0","0","0","4.878","0","0.028","0.063","0","0","8.532","0","0.023","0","0","0.023","0","0.16","0.08","0","0","0.045","3.755","0","46.507","0.72","0","0.09","0.025","0.038","45.787","0.027","0","0.024","0","18.212","0","0","0","0","0","1.579","0","0","0.265","0.208","0","0","0.03","0","0.333","0.087","0","0.572","0","0.035","0.023","0","0.394","0.295","0.022","0","0.112","1.418"
"178",10209476,"FAME02-17-0250","SHIM_4307_F","1.288","0","0","10.708","0","0","0","4.844","0","0.025","0.06","0","0","8.562","0","0.025","0","0","0.025","0","0.158","0.078","0.013","0.021","0.043","3.835","0","46.48","0.716","0","0.092","0","0.061","45.764","0.031","0","0","0","18.409","0","0","0","0","0","1.599","0","0","0.294","0.21","0.024","0","0.03","0","0.308","0.079","0","0.577","0","0.042","0.026","0","0.352","0.315","","0","0.109","1.394"
"179",10209490,"FAME02-17-0251","SHIM_4703_B","1.417","0.02","0","11.248","0","0","0","4.888","0","0.026","0.062","0","0","8.531","0","","","0","0.025","0","0.159","0.076","0","0","0.044","3.735","0","45.819","0.711","0","0.095","0.028","0.032","45.108","0.035","0","0.027","0","18.331","0","0","0","0","0","1.612","0","0","0.265","0.203","0.018","0","0.029","0","0.303","0.085","0","0.559","0","0.038","0.023","0","0.355","0.287","0.02","0","0.122","1.562"
"180",10216340,"FAME02-17-0252","SHIM_4307_F","1.277","0.02","0","10.686","0","0","0","4.854","0","0.028","0.061","0","0","8.536","0","0.025","0","0","0.025","0","0.162","0.081","0","0.022","0.046","3.825","0","46.594","0.717","0","0.098","0.03","0.032","45.877","0.036","0","0","0","18.241","0","0","0","0","0","1.584","0","0","","0.218","0.028","0","0.029","0","0.332","0.09","0","0.58","0","0.041","0.026","0","0.381","0.329","0.021","0","0.11","1.373"
"181",10216348,"FAME02-17-0253","SHIM_4703_B","1.288","0.021","0","10.776","0","0","0","4.873","0","0.026","0.062","0","0","8.61","0","0.024","0","0","0.024","0","0.162","0.079","0","0","0.045","3.772","0","46.43","0.721","0","0.099","0.026","0.041","45.709","0.032","","0.026","0","18.27","","0","0","0","0","1.575","0.101","0","0.268","0.208","0","0","0.032","0","0.318","0.085","0","0.57","0","0.037","0.023","0","0.376","0.292","0.021","0","0.111","1.392"
"182",10218606,"FAME02-17-0254","SHIM_4307_F","1.278","0","0","10.684","0","0","0","4.872","0","0.028","0.066","0","0","8.578","0","0.023","0","0","0.023","0","0.163","0.08","0","0","0.05","3.821","0","46.575","0.726","0","0.089","0.023","0.033","45.849","0.033","0","0","0","18.307","0","0","0","0","0","1.589","0","0","","0.21","0.023","0","0.026","0","0.324","0.088","0","0.573","0","0.039","0.028","0","0.381","0.32","0.019","0","0.108","1.36"
"183",10218610,"FAME02-17-0255","SHIM_4703_B","1.307","0.021","0","10.868","0","0","0","4.909","0","0.027","0.065","0","0","8.709","0","","","0","0.024","0","0.168","0.079","0","0","0.051","3.795","0","46.098","0.721","0","0.105","0.027","0.047","45.377","0.031","0","0.027","0","18.307","0","0","0","0","0","1.59","0","0","0.266","0.211","0.031","0","0.031","0","0.326","0.085","0","0.571","0","0.038","0.027","0","0.386","0.297","0.023","0","0.115","1.425"
"184",10225965,"FAME02-17-0256","SHIM_4307_F","1.278","0.02","0","10.694","0","0","0","4.875","0","0.03","","0","0","8.651","0","0.025","0","0","0.025","0","0.166","0.08","0","0.021","0.047","3.799","0","46.017","0.725","","0.105","0","0.071","45.282","0.034","0","0","0","","0","0","0","0","0","","0.103","0","0.292","0.206","0.031","0","0.031","0","0.325","0.09","0","0.577","0","","","0","0.388","0.319","0.021","0","0.103","1.33"
"185",10225969,"FAME02-17-0257","SHIM_4703_B","1.373","0.027","0","11.15","0","0","0","4.906","0","0.028","0.062","0","0","8.594","0","0.023","0","0","0.023","0","0.165","0.078","0","0","0.046","3.681","0","45.55","0.705","0","0.092","0","0.064","44.845","0.028","0","0.026","0","18.484","0","0","0","0","0","","0.101","0","0.257","0.204","0.028","0","0.034","0","0.336","0.091","0","0.558","","","0.029","0","0.398","0.29","0.022","0","0.129","1.535"
"186",10229146,"FAME02-17-0258","SHIM_4703_B","1.292","0","0","10.785","0","0","0","4.914","0","0.027","0.066","0","0","8.725","0","0.024","0","0","0.024","0","0.163","0.079","0","0","0.047","3.784","0","46.2","0.717","0","0.099","0","0.067","45.483","0.032","0","0.026","0","18.287","0","0","0","0","0","1.594","0.095","0","0.27","0.21","0.018","0","0.037","0","0.327","0.087","0","0.575","0","0.037","0.027","0","0.381","0.289","0.022","0","0.114","1.4"
"187",10229148,"FAME02-17-0259","SHIM_4307_F","1.301","0","0","10.734","0","0","0","4.903","0","0.027","0.063","0","0","8.632","0","0.026","0","0","0.024","","0.162","0.08","0","0.021","0.046","3.82","0","46.283","0.721","0","0.097","0","0.063","45.562","0.034","0","0","0","18.287","0","0","0","0","0","1.593","0.097","0","0.29","0.209","0.035","0","0.028","0","0.326","0.085","0","0.558","0","0.043","0.024","0","0.368","0.312","","0","0.12","1.43"
"188",10240116,"FAME02-17-0260","SHIM_4307_F","1.357","0","0","11.036","0","0","0","4.952","0","0.027","","0","0","8.652","0","","0","0","0.028","0","0.165","0.08","0.016","0.022","0.046","3.809","0","45.874","0.717","","0.092","0","0.061","45.153","0.031","0","0","0","18.266","0","0","0","0","0","1.602","0.096","0","0.291","0.212","0","0","","0","0.324","0.091","0","0.559","0","","0.025","0","0.371","0.312","","0","0.127","1.5"
